uniprot_id,gene_name,length,entry_type,description,is_essential
tr|A6T7V2|A6T7V2_KLEP7,kduD,253,unreviewed (tr),tr|A6T7V2|A6T7V2_KLEP7 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase OS=Klebsiella pneumoniae subsp.,False
tr|A6T7V5|A6T7V5_KLEP7,yciA,121,unreviewed (tr),tr|A6T7V5|A6T7V5_KLEP7 Acyl-CoA thioester hydrolase YciA OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6T7V6|A6T7V6_KLEP7,iroN,727,unreviewed (tr),tr|A6T7V6|A6T7V6_KLEP7 TonB dependent outer membrane siderophore receptor protein OS=Klebsiella pneu,False
sp|A6T7V7|YCIB_KLEP7,yciB,179,reviewed (sp),sp|A6T7V7|YCIB_KLEP7 Inner membrane-spanning protein YciB OS=Klebsiella pneumoniae subsp. pneumoniae,False
sp|A6T7W1|Y1221_KLEP7,KPN78578_12210,224,reviewed (sp),sp|A6T7W1|Y1221_KLEP7 PKHD-type hydroxylase KPN78578_12210 OS=Klebsiella pneumoniae subsp. pneumonia,False
sp|A6T7W5|TRPA_KLEP7,trpA,269,reviewed (sp),sp|A6T7W5|TRPA_KLEP7 Tryptophan synthase alpha chain OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
sp|A6T7W6|TRPB_KLEP7,trpB,397,reviewed (sp),sp|A6T7W6|TRPB_KLEP7 Tryptophan synthase beta chain OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
tr|A6T7W9|A6T7W9_KLEP7,trpE,520,unreviewed (tr),tr|A6T7W9|A6T7W9_KLEP7 Anthranilate synthase component 1 OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6T7X0|A6T7X0_KLEP7,yciV,280,unreviewed (tr),tr|A6T7X0|A6T7X0_KLEP7 5'-3' exoribonuclease Rnm OS=Klebsiella pneumoniae subsp. pneumoniae (strain ,False
tr|A6T7X7|A6T7X7_KLEP7,yciL,300,unreviewed (tr),tr|A6T7X7|A6T7X7_KLEP7 Pseudouridine synthase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6T7Y4|A6T7Y4_KLEP7,acnA,890,unreviewed (tr),tr|A6T7Y4|A6T7Y4_KLEP7 Aconitate hydratase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6T7Y6|A6T7Y6_KLEP7,pgpB,255,unreviewed (tr),tr|A6T7Y6|A6T7Y6_KLEP7 undecaprenyl-diphosphate phosphatase OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6T7Y7|A6T7Y7_KLEP7,yciS,102,unreviewed (tr),tr|A6T7Y7|A6T7Y7_KLEP7 Lipopolysaccharide assembly protein A OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6T7Y8|A6T7Y8_KLEP7,yciM,389,unreviewed (tr),tr|A6T7Y8|A6T7Y8_KLEP7 Lipopolysaccharide assembly protein B OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6T7Z0|A6T7Z0_KLEP7,yciH,108,unreviewed (tr),tr|A6T7Z0|A6T7Z0_KLEP7 Uncharacterized protein YciH OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
sp|A6T7Z4|RNB_KLEP7,rnb,644,reviewed (sp),sp|A6T7Z4|RNB_KLEP7 Exoribonuclease 2 OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721,False
tr|A6T819|A6T819_KLEP7,ycjG,321,unreviewed (tr),tr|A6T819|A6T819_KLEP7 Dipeptide epimerase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6T874|A6T874_KLEP7,KPN_01363,341,unreviewed (tr),tr|A6T874|A6T874_KLEP7 Cell division ATP-binding protein FtsE OS=Klebsiella pneumoniae subsp. pneumo,False
tr|A6T875|A6T875_KLEP7,KPN_01364,222,unreviewed (tr),tr|A6T875|A6T875_KLEP7 D-methionine transport system permease protein MetI OS=Klebsiella pneumoniae ,False
tr|A6T876|A6T876_KLEP7,KPN_01365,412,unreviewed (tr),tr|A6T876|A6T876_KLEP7 Aminotransferase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7007,False
tr|A6T879|A6T879_KLEP7,KPN_01368,459,unreviewed (tr),tr|A6T879|A6T879_KLEP7 Aromatic amino acid transport protein AroP OS=Klebsiella pneumoniae subsp. pn,False
sp|A6T884|ZNTB_KLEP7,zntB,327,reviewed (sp),sp|A6T884|ZNTB_KLEP7 Zinc transport protein ZntB OS=Klebsiella pneumoniae subsp. pneumoniae (strain ,False
tr|A6T885|A6T885_KLEP7,dbpA,457,unreviewed (tr),tr|A6T885|A6T885_KLEP7 ATP-dependent RNA helicase DbpA OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6T8A2|A6T8A2_KLEP7,KPN_01391,249,unreviewed (tr),tr|A6T8A2|A6T8A2_KLEP7 Replicative helicase loader DnaC OS=Klebsiella pneumoniae subsp. pneumoniae (,False
tr|A6T8A6|A6T8A6_KLEP7,KPN_01395,619,unreviewed (tr),tr|A6T8A6|A6T8A6_KLEP7 DNA (cytosine-5-)-methyltransferase OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6T8F0|A6T8F0_KLEP7,umuC,362,unreviewed (tr),tr|A6T8F0|A6T8F0_KLEP7 Protein UmuC OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 /,False
tr|A6T8F4|A6T8F4_KLEP7,KPN_01443,225,unreviewed (tr),tr|A6T8F4|A6T8F4_KLEP7 Abasic site processing protein OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6T8F7|A6T8F7_KLEP7,ydbK,1175,unreviewed (tr),tr|A6T8F7|A6T8F7_KLEP7 Pyruvate-flavodoxin oxidoreductase OS=Klebsiella pneumoniae subsp. pneumoniae,False
tr|A6T8G7|A6T8G7_KLEP7,KPN_01456,296,unreviewed (tr),tr|A6T8G7|A6T8G7_KLEP7 2-dehydropantoate 2-reductase OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6T8H1|A6T8H1_KLEP7,KPN_01460,506,unreviewed (tr),tr|A6T8H1|A6T8H1_KLEP7 ATP-binding component of a transport system OS=Klebsiella pneumoniae subsp. p,False
tr|A6T8I9|A6T8I9_KLEP7,paaJ,401,unreviewed (tr),tr|A6T8I9|A6T8I9_KLEP7 Beta-ketoadipyl-CoA thiolase OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
tr|A6T8J0|A6T8J0_KLEP7,paaK,438,unreviewed (tr),tr|A6T8J0|A6T8J0_KLEP7 Phenylacetate-coenzyme A ligase OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6T8J5|A6T8J5_KLEP7,hrpA,1300,unreviewed (tr),tr|A6T8J5|A6T8J5_KLEP7 RNA helicase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 /,False
tr|A6T8K3|A6T8K3_KLEP7,KPN_01492,424,unreviewed (tr),tr|A6T8K3|A6T8K3_KLEP7 Glutamate dehydrogenase OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6T8K6|A6T8K6_KLEP7,astB,446,unreviewed (tr),tr|A6T8K6|A6T8K6_KLEP7 N-succinylarginine dihydrolase OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6T8L1|A6T8L1_KLEP7,aldA,471,unreviewed (tr),"tr|A6T8L1|A6T8L1_KLEP7 Aldehyde dehydrogenase A, NAD-linked OS=Klebsiella pneumoniae subsp. pneumoni",False
tr|A6T8L2|A6T8L2_KLEP7,gapA,332,unreviewed (tr),tr|A6T8L2|A6T8L2_KLEP7 Glyceraldehyde-3-phosphate dehydrogenase OS=Klebsiella pneumoniae subsp. pneu,False
tr|A6T8M2|A6T8M2_KLEP7,malX,530,unreviewed (tr),tr|A6T8M2|A6T8M2_KLEP7 PTS family enzyme IIC/enzyme IIB OS=Klebsiella pneumoniae subsp. pneumoniae (,False
tr|A6T8M6|A6T8M6_KLEP7,fumA,548,unreviewed (tr),tr|A6T8M6|A6T8M6_KLEP7 Fumarate hydratase class I OS=Klebsiella pneumoniae subsp. pneumoniae (strain,False
sp|A6T8M8|TUS_KLEP7,tus,310,reviewed (sp),sp|A6T8M8|TUS_KLEP7 DNA replication terminus site-binding protein OS=Klebsiella pneumoniae subsp. pn,False
tr|A6T8M9|A6T8M9_KLEP7,rstB,433,unreviewed (tr),tr|A6T8M9|A6T8M9_KLEP7 histidine kinase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7007,False
tr|A6T8N1|A6T8N1_KLEP7,rstA,239,unreviewed (tr),tr|A6T8N1|A6T8N1_KLEP7 Response regulator (Activator) in two-component regulatory system with RstB (,False
sp|A6T8N3|FOLM_KLEP7,folM,240,reviewed (sp),sp|A6T8N3|FOLM_KLEP7 Dihydromonapterin reductase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ,False
tr|A6T8N4|A6T8N4_KLEP7,ydgI,460,unreviewed (tr),tr|A6T8N4|A6T8N4_KLEP7 Putative arginine/ornithine antiporter OS=Klebsiella pneumoniae subsp. pneumo,False
tr|A6T8N6|A6T8N6_KLEP7,pntA,514,unreviewed (tr),tr|A6T8N6|A6T8N6_KLEP7 NAD(P) transhydrogenase subunit alpha OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6T8N7|A6T8N7_KLEP7,pntB,462,unreviewed (tr),tr|A6T8N7|A6T8N7_KLEP7 NAD(P) transhydrogenase subunit beta OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6T8P4|A6T8P4_KLEP7,abgA,436,unreviewed (tr),tr|A6T8P4|A6T8P4_KLEP7 Aminobenzoyl-glutamate utilization protein OS=Klebsiella pneumoniae subsp. pn,False
tr|A6T8Q0|A6T8Q0_KLEP7,KPN_01540,401,unreviewed (tr),tr|A6T8Q0|A6T8Q0_KLEP7 Beta-ketoadipyl-CoA thiolase OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
tr|A6T8Q4|A6T8Q4_KLEP7,KPN_01544,414,unreviewed (tr),tr|A6T8Q4|A6T8Q4_KLEP7 Small-conductance mechanosensitive channel OS=Klebsiella pneumoniae subsp. pn,False
tr|A6T8Q6|A6T8Q6_KLEP7,fumB,550,unreviewed (tr),tr|A6T8Q6|A6T8Q6_KLEP7 Fumarate hydratase class I OS=Klebsiella pneumoniae subsp. pneumoniae (strain,False
tr|A6T8Q9|A6T8Q9_KLEP7,KPN_01549,316,unreviewed (tr),tr|A6T8Q9|A6T8Q9_KLEP7 FAD:protein FMN transferase OS=Klebsiella pneumoniae subsp. pneumoniae (strai,False
tr|A6T8R0|A6T8R0_KLEP7,dcuR,228,unreviewed (tr),tr|A6T8R0|A6T8R0_KLEP7 Transcriptional regulatory protein OS=Klebsiella pneumoniae subsp. pneumoniae,False
tr|A6T8R1|A6T8R1_KLEP7,dcuS,538,unreviewed (tr),tr|A6T8R1|A6T8R1_KLEP7 histidine kinase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7007,False
tr|A6T8R3|A6T8R3_KLEP7,KPN_01553,310,unreviewed (tr),tr|A6T8R3|A6T8R3_KLEP7 SIS domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6T8R8|A6T8R8_KLEP7,KPN_01558,300,unreviewed (tr),tr|A6T8R8|A6T8R8_KLEP7 Malonyl CoA-acyl carrier protein transacylase OS=Klebsiella pneumoniae subsp.,False
sp|A6T8R9|MDCG_KLEP7,mdcG,205,reviewed (sp),sp|A6T8R9|MDCG_KLEP7 Phosphoribosyl-dephospho-CoA transferase OS=Klebsiella pneumoniae subsp. pneumo,False
tr|A6T8S2|A6T8S2_KLEP7,mdcB,280,unreviewed (tr),tr|A6T8S2|A6T8S2_KLEP7 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase OS=Klebsiella pneum,False
sp|A6T8S5|MDTJ_KLEP7,mdtJ,120,reviewed (sp),sp|A6T8S5|MDTJ_KLEP7 Spermidine export protein MdtJ OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
sp|A6T8S6|MDTI_KLEP7,mdtI,109,reviewed (sp),sp|A6T8S6|MDTI_KLEP7 Spermidine export protein MdtI OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
tr|A6T8S7|A6T8S7_KLEP7,ydgD,270,unreviewed (tr),tr|A6T8S7|A6T8S7_KLEP7 Serine protease OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70072,False
tr|A6T8S9|A6T8S9_KLEP7,asr,139,unreviewed (tr),tr|A6T8S9|A6T8S9_KLEP7 Acid shock protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70,False
tr|A6T8T0|A6T8T0_KLEP7,KPN_01570,495,unreviewed (tr),tr|A6T8T0|A6T8T0_KLEP7 Metal-dependent carboxypeptidase OS=Klebsiella pneumoniae subsp. pneumoniae (,False
tr|A6T8T7|A6T8T7_KLEP7,ynfI,202,unreviewed (tr),tr|A6T8T7|A6T8T7_KLEP7 Tat proofreading chaperone DmsD OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6T8U0|A6T8U0_KLEP7,ynfE,811,unreviewed (tr),"tr|A6T8U0|A6T8U0_KLEP7 Dimethyl sulfoxide reductase, major subunit OS=Klebsiella pneumoniae subsp. p",False
tr|A6T8V0|A6T8V0_KLEP7,ydfG,249,unreviewed (tr),tr|A6T8V0|A6T8V0_KLEP7 NADP-dependent 3-hydroxy acid dehydrogenase YdfG OS=Klebsiella pneumoniae sub,False
tr|A6T8V1|A6T8V1_KLEP7,dcp,681,unreviewed (tr),tr|A6T8V1|A6T8V1_KLEP7 Dipeptidyl carboxypeptidase OS=Klebsiella pneumoniae subsp. pneumoniae (strai,False
tr|A6T8V4|A6T8V4_KLEP7,KPN_01594,224,unreviewed (tr),tr|A6T8V4|A6T8V4_KLEP7 Abasic site processing protein OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6T8V8|A6T8V8_KLEP7,KPN_01598,405,unreviewed (tr),tr|A6T8V8|A6T8V8_KLEP7 Diguanylate phosphodiesterase OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6T8W3|A6T8W3_KLEP7,ygbL,206,unreviewed (tr),tr|A6T8W3|A6T8W3_KLEP7 3-oxo-tetronate 4-phosphate decarboxylase OS=Klebsiella pneumoniae subsp. pne,False
tr|A6T8W4|A6T8W4_KLEP7,ygbK,421,unreviewed (tr),tr|A6T8W4|A6T8W4_KLEP7 3-oxo-tetronate kinase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6T8W5|A6T8W5_KLEP7,ygbJ,300,unreviewed (tr),tr|A6T8W5|A6T8W5_KLEP7 L-threonate dehydrogenase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ,False
tr|A6T8W7|A6T8W7_KLEP7,KPN_01607,286,unreviewed (tr),tr|A6T8W7|A6T8W7_KLEP7 Beta-lactamase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721,False
sp|A6T8Y8|SOTB_KLEP7,sotB,399,reviewed (sp),sp|A6T8Y8|SOTB_KLEP7 Probable sugar efflux transporter OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
sp|A6T8Z6|GLSA_KLEP7,glsA,308,reviewed (sp),sp|A6T8Z6|GLSA_KLEP7 Glutaminase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MG,False
tr|A6T8Z8|A6T8Z8_KLEP7,yneF,474,unreviewed (tr),tr|A6T8Z8|A6T8Z8_KLEP7 diguanylate cyclase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
sp|A6T900|UXAB_KLEP7,uxaB,483,reviewed (sp),sp|A6T900|UXAB_KLEP7 Altronate oxidoreductase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6T906|A6T906_KLEP7,tam,267,unreviewed (tr),tr|A6T906|A6T906_KLEP7 Trans-aconitate 2-methyltransferase OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6T912|A6T912_KLEP7,KPN_01652,219,unreviewed (tr),tr|A6T912|A6T912_KLEP7 D-methionine transport system permease protein MetI OS=Klebsiella pneumoniae ,False
tr|A6T913|A6T913_KLEP7,KPN_01653,263,unreviewed (tr),tr|A6T913|A6T913_KLEP7 Cell division ATP-binding protein FtsE OS=Klebsiella pneumoniae subsp. pneumo,False
tr|A6T915|A6T915_KLEP7,KPN_01655,342,unreviewed (tr),tr|A6T915|A6T915_KLEP7 2-oxoglutarate-dependent ethylene/succinate-forming enzyme OS=Klebsiella pneu,False
tr|A6T925|A6T925_KLEP7,KPN_01665,166,unreviewed (tr),tr|A6T925|A6T925_KLEP7 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase OS=Klebsiella pne,False
tr|A6T926|A6T926_KLEP7,KPN_01666,108,unreviewed (tr),tr|A6T926|A6T926_KLEP7 5-hydroxyisourate hydrolase OS=Klebsiella pneumoniae subsp. pneumoniae (strai,False
tr|A6T942|A6T942_KLEP7,KPN_01682,442,unreviewed (tr),tr|A6T942|A6T942_KLEP7 Probable 6-phospho-beta-glucosidase OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6T954|A6T954_KLEP7,KPN_01694,244,unreviewed (tr),tr|A6T954|A6T954_KLEP7 3-oxoacyl-[acyl-carrier-protein] reductase FabG OS=Klebsiella pneumoniae subs,False
tr|A6T955|A6T955_KLEP7,KPN_01695,530,unreviewed (tr),tr|A6T955|A6T955_KLEP7 Acetate CoA-transferase YdiF OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
tr|A6T960|A6T960_KLEP7,alsE,218,unreviewed (tr),tr|A6T960|A6T960_KLEP7 D-allulose-6-phosphate 3-epimerase OS=Klebsiella pneumoniae subsp. pneumoniae,False
tr|A6T970|A6T970_KLEP7,KPN_01710,336,unreviewed (tr),tr|A6T970|A6T970_KLEP7 Glyceraldehyde-3-phosphate dehydrogenase OS=Klebsiella pneumoniae subsp. pneu,False
tr|A6T982|A6T982_KLEP7,pgtB,669,unreviewed (tr),tr|A6T982|A6T982_KLEP7 histidine kinase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7007,False
tr|A6T987|A6T987_KLEP7,KPN_01727,214,unreviewed (tr),tr|A6T987|A6T987_KLEP7 Aminopyrimidine aminohydrolase OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6T995|A6T995_KLEP7,KPN_01735,380,unreviewed (tr),tr|A6T995|A6T995_KLEP7 Probable succinyl-diaminopimelate desuccinylase OS=Klebsiella pneumoniae subs,False
tr|A6T9A2|A6T9A2_KLEP7,KPN_01742,103,unreviewed (tr),tr|A6T9A2|A6T9A2_KLEP7 protein-N(pi)-phosphohistidine--D-fructose phosphotransferase OS=Klebsiella p,False
tr|A6T9A4|A6T9A4_KLEP7,alsE,215,unreviewed (tr),tr|A6T9A4|A6T9A4_KLEP7 D-allulose-6-phosphate 3-epimerase OS=Klebsiella pneumoniae subsp. pneumoniae,False
tr|A6T9A5|A6T9A5_KLEP7,KPN_01745,420,unreviewed (tr),tr|A6T9A5|A6T9A5_KLEP7 Ascorbate-specific PTS system EIIC component OS=Klebsiella pneumoniae subsp. ,False
tr|A6T9D7|A6T9D7_KLEP7,KPN_01777,424,unreviewed (tr),tr|A6T9D7|A6T9D7_KLEP7 3-oxoacyl-[acyl-carrier-protein] synthase 2 OS=Klebsiella pneumoniae subsp. p,False
tr|A6T9E8|A6T9E8_KLEP7,KPN_01788,247,unreviewed (tr),tr|A6T9E8|A6T9E8_KLEP7 Hydantoin racemase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70,False
tr|A6T9F1|A6T9F1_KLEP7,KPN_01791,436,unreviewed (tr),tr|A6T9F1|A6T9F1_KLEP7 Guanine deaminase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700,False
tr|A6T9F4|A6T9F4_KLEP7,KPN_01794,418,unreviewed (tr),tr|A6T9F4|A6T9F4_KLEP7 diguanylate cyclase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6T9F9|A6T9F9_KLEP7,KPN_01799,231,unreviewed (tr),tr|A6T9F9|A6T9F9_KLEP7 Aminopyrimidine aminohydrolase OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6T9G6|A6T9G6_KLEP7,KPN_01806,447,unreviewed (tr),tr|A6T9G6|A6T9G6_KLEP7 Sensor histidine kinase EnvZ OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
tr|A6T9G7|A6T9G7_KLEP7,KPN_01807,246,unreviewed (tr),tr|A6T9G7|A6T9G7_KLEP7 DNA-binding dual transcriptional regulator OmpR OS=Klebsiella pneumoniae subs,False
sp|A6T9H0|PQQB_KLEP7,pqqB,308,reviewed (sp),sp|A6T9H0|PQQB_KLEP7 Coenzyme PQQ synthesis protein B OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
sp|A6T9H1|PQQC_KLEP7,pqqC,251,reviewed (sp),sp|A6T9H1|PQQC_KLEP7 Pyrroloquinoline-quinone synthase OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6T9H3|A6T9H3_KLEP7,KPN_01813,761,unreviewed (tr),tr|A6T9H3|A6T9H3_KLEP7 Coenzyme PQQ synthesis protein F OS=Klebsiella pneumoniae subsp. pneumoniae (,False
tr|A6T9I5|A6T9I5_KLEP7,KPN_01825,766,unreviewed (tr),"tr|A6T9I5|A6T9I5_KLEP7 Anaerobic dehydrogenases, typically selenocysteine-containing OS=Klebsiella p",False
tr|A6T9L3|A6T9L3_KLEP7,adhP,336,unreviewed (tr),tr|A6T9L3|A6T9L3_KLEP7 alcohol dehydrogenase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC,False
tr|A6T9M2|A6T9M2_KLEP7,KPN_01862,274,unreviewed (tr),tr|A6T9M2|A6T9M2_KLEP7 ADP/GDP-polyphosphate phosphotransferase OS=Klebsiella pneumoniae subsp. pneu,False
tr|A6T9M5|A6T9M5_KLEP7,fdnI,218,unreviewed (tr),"tr|A6T9M5|A6T9M5_KLEP7 Formate dehydrogenase-N, cytochrome B556(Fdn) gamma subunit, nitrate-inducibl",False
tr|A6T9M6|A6T9M6_KLEP7,fdnH,294,unreviewed (tr),tr|A6T9M6|A6T9M6_KLEP7 Formate dehydrogenase iron-sulfur subunit OS=Klebsiella pneumoniae subsp. pne,False
tr|A6T9M7|A6T9M7_KLEP7,fdnG,803,unreviewed (tr),tr|A6T9M7|A6T9M7_KLEP7 Formate dehydrogenase-N subunit alpha OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6T9N3|A6T9N3_KLEP7,KPN_01873,308,unreviewed (tr),"tr|A6T9N3|A6T9N3_KLEP7 catechol 1,2-dioxygenase OS=Klebsiella pneumoniae subsp. pneumoniae (strain A",False
tr|A6T9N4|A6T9N4_KLEP7,KPN_01874,96,unreviewed (tr),tr|A6T9N4|A6T9N4_KLEP7 Muconolactone Delta-isomerase OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6T9N5|A6T9N5_KLEP7,KPN_01875,393,unreviewed (tr),"tr|A6T9N5|A6T9N5_KLEP7 L-Ala-D/L-Glu epimerase, a muconate lactonizing enzyme OS=Klebsiella pneumoni",False
tr|A6T9N9|A6T9N9_KLEP7,narU,368,unreviewed (tr),tr|A6T9N9|A6T9N9_KLEP7 Nitrate extrusion protein (MFS family) OS=Klebsiella pneumoniae subsp. pneumo,False
tr|A6T9P0|A6T9P0_KLEP7,narZ,1246,unreviewed (tr),tr|A6T9P0|A6T9P0_KLEP7 nitrate reductase (quinone) OS=Klebsiella pneumoniae subsp. pneumoniae (strai,False
tr|A6T9P1|A6T9P1_KLEP7,narY,514,unreviewed (tr),tr|A6T9P1|A6T9P1_KLEP7 nitrate reductase (quinone) OS=Klebsiella pneumoniae subsp. pneumoniae (strai,False
tr|A6T9Q2|A6T9Q2_KLEP7,KPN_01892,538,unreviewed (tr),tr|A6T9Q2|A6T9Q2_KLEP7 Maltoporin OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / M,False
sp|A6T9Q5|PPTA_KLEP7,pptA,75,reviewed (sp),sp|A6T9Q5|PPTA_KLEP7 Tautomerase PptA OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721,False
tr|A6T9Q9|A6T9Q9_KLEP7,KPN_01899,308,unreviewed (tr),"tr|A6T9Q9|A6T9Q9_KLEP7 Glutamate/aspartate transport protein (ABC superfamily, membrane) OS=Klebsiel",False
tr|A6T9R9|A6T9R9_KLEP7,yncD,701,unreviewed (tr),tr|A6T9R9|A6T9R9_KLEP7 Probable tonB-dependent receptor OS=Klebsiella pneumoniae subsp. pneumoniae (,False
sp|A6T9S2|RIHA_KLEP7,rihA,311,reviewed (sp),sp|A6T9S2|RIHA_KLEP7 Pyrimidine-specific ribonucleoside hydrolase RihA OS=Klebsiella pneumoniae subs,False
tr|A6T9T5|A6T9T5_KLEP7,ydcV,268,unreviewed (tr),tr|A6T9T5|A6T9T5_KLEP7 Inner membrane ABC transporter permease protein YdcV OS=Klebsiella pneumoniae,False
tr|A6T9U0|A6T9U0_KLEP7,KPN_01930,465,unreviewed (tr),"tr|A6T9U0|A6T9U0_KLEP7 Cytochrome oxidase bd-II, subunit I OS=Klebsiella pneumoniae subsp. pneumonia",False
tr|A6T9V1|A6T9V1_KLEP7,tehA,334,unreviewed (tr),tr|A6T9V1|A6T9V1_KLEP7 K+-tellurite ethidium and proflavin transport protein (TDT family) OS=Klebsie,False
tr|A6T9V4|A6T9V4_KLEP7,ydcG,541,unreviewed (tr),tr|A6T9V4|A6T9V4_KLEP7 Glucans biosynthesis protein D OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6T9W4|A6T9W4_KLEP7,cybB,175,unreviewed (tr),tr|A6T9W4|A6T9W4_KLEP7 Cytochrome b561 bacterial/Ni-hydrogenase domain-containing protein OS=Klebsie,False
tr|A6T9X1|A6T9X1_KLEP7,KPN_01961,456,unreviewed (tr),tr|A6T9X1|A6T9X1_KLEP7 Beta-glucosidase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7007,False
tr|A6T9X4|A6T9X4_KLEP7,rnfA,194,unreviewed (tr),tr|A6T9X4|A6T9X4_KLEP7 Ion-translocating oxidoreductase complex subunit A OS=Klebsiella pneumoniae s,False
tr|A6T9X7|A6T9X7_KLEP7,rnfD,350,unreviewed (tr),tr|A6T9X7|A6T9X7_KLEP7 Ion-translocating oxidoreductase complex subunit D OS=Klebsiella pneumoniae s,False
tr|A6T9X8|A6T9X8_KLEP7,rnfG,214,unreviewed (tr),tr|A6T9X8|A6T9X8_KLEP7 Ion-translocating oxidoreductase complex subunit G OS=Klebsiella pneumoniae s,False
tr|A6T9X9|A6T9X9_KLEP7,rnfE,232,unreviewed (tr),tr|A6T9X9|A6T9X9_KLEP7 Ion-translocating oxidoreductase complex subunit E OS=Klebsiella pneumoniae s,False
tr|A6T9Y0|A6T9Y0_KLEP7,nth,211,unreviewed (tr),tr|A6T9Y0|A6T9Y0_KLEP7 Endonuclease III OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7007,False
tr|A6T9Y2|A6T9Y2_KLEP7,ydgR,490,unreviewed (tr),tr|A6T9Y2|A6T9Y2_KLEP7 Dipeptide and tripeptide permease A OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6T9Z0|A6T9Z0_KLEP7,KPN_01980,391,unreviewed (tr),tr|A6T9Z0|A6T9Z0_KLEP7 diguanylate cyclase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
